,person_id,mode_probs,amenity_probs,predict_mode_numeric,predict_amenity_numeric,income_group,household_size,vehicles,family_structure,age_group,target_amenity,target_mode,target_amenity_numeric,target_mode_numeric,predict_mode,predict_amenity
270,5.198250332827099e+18,[0.1  0.25 0.65],[0.26 0.15 0.52 0.07],1.0,2.0,High,3_person,2,married_couple,Senior,Full-Service Restaurants,Public_transport,2.0,1,Public_transport,Full-Service Restaurants
271,1.4125515008498584e+19,[0.2  0.25 0.55],[0.25 0.15 0.55 0.05],1.0,2.0,Low,3_person,1,family_single,Elderly,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
272,8.525318690338083e+18,[0.2  0.35 0.45],[0.25 0.1  0.6  0.05],2.0,2.0,Debt,2_person,2,married_couple,Senior,Full-Service Restaurants,Walking,2.0,0,Car,Full-Service Restaurants
273,1.5831933488909677e+19,[0.45 0.3  0.25],[0.31 0.18 0.45 0.06],2.0,0.0,Debt,3_person,0,married_couple,Young Adult,Nonalcoholic Bars,Public_transport,1.0,1,Car,Limited-Service Restaurants
274,1.4651155448102795e+19,[0.6 0.4 0. ],[0.4  0.05 0.5  0.05],0.0,3.0,Low,5_person,0,married_couple,Adult,Nonalcoholic Bars,Walking,1.0,0,Walking,Drinking Places
275,1.5692960230325678e+18,[0.25 0.6  0.15],[0.25 0.04 0.7  0.01],1.0,2.0,Low,3_person,0,nonfamily_single,Middle Age,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
276,1.4292841430352718e+19,[0.35 0.55 0.1 ],[0.28 0.14 0.54 0.04],0.0,2.0,High,3_person,0,nonfamily_single,Young Adult,Limited-Service Restaurants,Public_transport,0.0,1,Walking,Full-Service Restaurants
277,9.554064840606558e+18,[0.45 0.4  0.15],[0.26 0.08 0.62 0.04],0.0,2.0,Debt,5_person,0,family_single,Middle Age,Full-Service Restaurants,Public_transport,2.0,1,Walking,Full-Service Restaurants
279,1.4574166459397702e+19,[0.25 0.3  0.45],[0.05154639 0.15463918 0.77319588 0.02061856],2.0,2.0,Low,2_person,1,married_couple,Elderly,Limited-Service Restaurants,Public_transport,0.0,1,Car,Full-Service Restaurants
280,3.1271839268852874e+18,[0.12 0.26 0.62],[0.06 0.18 0.73 0.03],2.0,3.0,Moderate,1_person,1,living_alone,Elderly,Full-Service Restaurants,Public_transport,2.0,1,Car,Drinking Places
281,1.381499881790505e+19,[0.1  0.55 0.35],[0.25 0.05 0.65 0.05],0.0,2.0,Low,2_person,2,married_couple,Elderly,Limited-Service Restaurants,Car,0.0,2,Walking,Full-Service Restaurants
282,1.6882315518875447e+19,[0.29 0.26 0.45],[0.26315789 0.10526316 0.57894737 0.05263158],0.0,2.0,Moderate,3_person,2,family_single,Adult,Nonalcoholic Bars,Public_transport,1.0,1,Walking,Full-Service Restaurants
283,6.822358577456115e+17,[0.23 0.35 0.42],[0.25 0.1  0.6  0.05],2.0,1.0,Ultra High,2_person,1,nonfamily_single,Adult,Full-Service Restaurants,Car,2.0,2,Car,Nonalcoholic Bars
284,8.451468418929015e+18,[0.57894737 0.26315789 0.15789474],[0.21 0.1  0.64 0.05],2.0,2.0,Moderate,2_person,0,nonfamily_single,Young Adult,Full-Service Restaurants,Public_transport,2.0,1,Car,Full-Service Restaurants
286,7.118377202205565e+18,[0.2  0.15 0.65],[0.15306122 0.05102041 0.76530612 0.03061224],0.0,0.0,Ultra High,2_person,2,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Walking,Limited-Service Restaurants
287,2.006055643302046e+18,[0.35 0.42 0.23],[0.12 0.02 0.85 0.01],2.0,2.0,Moderate,2_person,1,married_couple,Senior,Full-Service Restaurants,Public_transport,2.0,1,Car,Full-Service Restaurants
288,1.343153421638884e+19,[0.2  0.37 0.43],[0.15 0.5  0.3  0.05],1.0,1.0,Low,4_person,1,married_couple,Elderly,Full-Service Restaurants,Public_transport,2.0,1,Public_transport,Nonalcoholic Bars
290,1.464536023720539e+19,[0.12 0.26 0.62],[0.06 0.21 0.62 0.11],2.0,2.0,Ultra High,3_person,2,married_couple,Middle Age,Full-Service Restaurants,Public_transport,2.0,1,Car,Full-Service Restaurants
291,1.6731643911134652e+19,[0.29 0.64 0.07],[0.3 0.2 0.4 0.1],1.0,1.0,Debt,2_person,1,married_couple,Senior,Full-Service Restaurants,Car,2.0,2,Public_transport,Nonalcoholic Bars
292,1.83225866475054e+19,[0.23 0.35 0.42],[0.25773196 0.05154639 0.67010309 0.02061856],1.0,2.0,Ultra High,2_person,1,married_couple,Adult,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
293,1.1814909647554933e+19,[0.45 0.2  0.35],[0.04 0.21 0.65 0.1 ],0.0,2.0,Low,6_person,3_plus,married_couple,Middle Age,Nonalcoholic Bars,Public_transport,1.0,1,Walking,Full-Service Restaurants
294,1.4249087796281858e+19,[0.17 0.35 0.48],[0.29 0.11 0.57 0.03],0.0,2.0,Ultra High,3_person,1,married_couple,Middle Age,Full-Service Restaurants,Walking,2.0,0,Walking,Full-Service Restaurants
295,1.00194827306831e+19,[0.35 0.55 0.1 ],[0.26530612 0.10204082 0.63265306 0.        ],0.0,2.0,Low,2_person,1,married_couple,Middle Age,Drinking Places,Car,3.0,2,Walking,Full-Service Restaurants
296,5.03626408811575e+18,[0.23 0.42 0.35],[0.3  0.1  0.55 0.05],2.0,2.0,Low,2_person,2,family_single,Elderly,Nonalcoholic Bars,Car,1.0,2,Car,Full-Service Restaurants
297,2.51797437331718e+18,[0.65 0.2  0.15],[0.24 0.14 0.58 0.04],0.0,0.0,Debt,1_person,1,living_alone,Middle Age,Full-Service Restaurants,Public_transport,2.0,1,Walking,Limited-Service Restaurants
298,5.925507614833934e+18,[0.25 0.2  0.55],[0.21052632 0.26315789 0.36842105 0.15789474],2.0,2.0,Debt,5_person,2,married_couple,Elderly,Limited-Service Restaurants,Car,0.0,2,Car,Full-Service Restaurants
300,8.083166763452303e+18,[0.65 0.25 0.1 ],[0.35 0.08 0.55 0.02],1.0,2.0,Low,2_person,0,family_single,Elderly,Full-Service Restaurants,Public_transport,2.0,1,Public_transport,Full-Service Restaurants
303,1.480585926989117e+19,[0.3  0.55 0.15],[0.26 0.12 0.59 0.03],0.0,2.0,Low,7_plus_person,0,nonfamily_single,Elderly,Nonalcoholic Bars,Car,1.0,2,Walking,Full-Service Restaurants
304,1.480585926989117e+19,[0.3  0.55 0.15],[0.26 0.12 0.59 0.03],0.0,2.0,Low,7_plus_person,0,nonfamily_single,Elderly,Full-Service Restaurants,Public_transport,2.0,1,Walking,Full-Service Restaurants
305,1.3927998775046631e+19,[0.3 0.3 0.4],[0.26 0.17 0.45 0.12],2.0,2.0,Low,2_person,1,married_couple,Elderly,Limited-Service Restaurants,Car,0.0,2,Car,Full-Service Restaurants
306,1.047001802019766e+19,[0.15 0.3  0.55],[0.2  0.1  0.65 0.05],2.0,0.0,Very High,3_person,3_plus,nonfamily_single,Young Adult,Full-Service Restaurants,Public_transport,2.0,1,Car,Limited-Service Restaurants
307,1.4632236921216578e+19,[0.18 0.28 0.54],[0.33 0.18 0.43 0.06],2.0,0.0,Moderate,3_person,1,married_couple,Adult,Drinking Places,Public_transport,3.0,1,Car,Limited-Service Restaurants
308,1.2257507258757614e+19,[0.32 0.36 0.32],[0.29 0.12 0.54 0.05],0.0,2.0,Low,3_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Walking,2.0,0,Walking,Full-Service Restaurants
310,5.594984777184905e+18,[0.55 0.3  0.15],[0.3  0.15 0.5  0.05],1.0,1.0,High,3_person,3_plus,nonfamily_single,Young Adult,Nonalcoholic Bars,Car,1.0,2,Public_transport,Nonalcoholic Bars
311,4.205890311364856e+18,[0.33 0.42 0.25],[0.29213483 0.23595506 0.35955056 0.11235955],1.0,1.0,Moderate,1_person,0,living_alone,Adult,Full-Service Restaurants,Walking,2.0,0,Public_transport,Nonalcoholic Bars
312,7.129144054401398e+18,[0.25 0.55 0.2 ],[0.26 0.13 0.55 0.06],1.0,2.0,Low,1_person,1,living_alone,Senior,Full-Service Restaurants,Car,2.0,2,Public_transport,Full-Service Restaurants
313,1.440675986943387e+19,[0.23 0.22 0.55],[0.32 0.11 0.51 0.06],2.0,2.0,Moderate,2_person,2,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
314,7.394418246204071e+18,[0.25 0.3  0.45],[0.35 0.05 0.55 0.05],1.0,0.0,Low,2_person,2,nonfamily_single,Young Adult,Limited-Service Restaurants,Walking,0.0,0,Public_transport,Limited-Service Restaurants
315,5.744209340381612e+18,[0.45 0.25 0.3 ],[0.35 0.2  0.15 0.3 ],2.0,0.0,High,3_person,0,nonfamily_single,Young Adult,Full-Service Restaurants,Walking,2.0,0,Car,Limited-Service Restaurants
316,1.4686619988643031e+19,[0.3  0.55 0.15],[0.31 0.08 0.61 0.  ],0.0,2.0,Moderate,2_person,0,nonfamily_single,Young Adult,Full-Service Restaurants,Public_transport,2.0,1,Walking,Full-Service Restaurants
317,7.403526416790706e+18,[0.25 0.45 0.3 ],[0.26 0.16 0.52 0.06],1.0,2.0,Moderate,6_person,2,nonfamily_single,Young Adult,Full-Service Restaurants,Car,2.0,2,Public_transport,Full-Service Restaurants
318,1.3928372615784032e+19,[0.62 0.26 0.12],[0.62 0.08 0.23 0.07],2.0,0.0,Debt,3_person,0,nonfamily_single,Young Adult,Full-Service Restaurants,Walking,2.0,0,Car,Limited-Service Restaurants
319,1.0272444849106424e+19,[0.45 0.25 0.3 ],[0.15 0.05 0.76 0.04],1.0,2.0,Debt,4_person,1,nonfamily_single,Adult,Full-Service Restaurants,Car,2.0,2,Public_transport,Full-Service Restaurants
320,4.398565932511873e+18,[0.05 0.3  0.65],[0.25 0.15 0.55 0.05],2.0,1.0,Low,1_person,3_plus,living_alone,Elderly,Limited-Service Restaurants,Public_transport,0.0,1,Car,Nonalcoholic Bars
321,1.3373969128523796e+19,[0.25 0.2  0.55],[0.2  0.05 0.7  0.05],2.0,1.0,High,2_person,1,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Nonalcoholic Bars
322,1.2141413721561797e+18,[0.2  0.15 0.65],[0.3  0.1  0.55 0.05],2.0,2.0,Moderate,2_person,2,married_couple,Young Adult,Limited-Service Restaurants,Public_transport,0.0,1,Car,Full-Service Restaurants
323,1.300286452749445e+19,[0.28 0.45 0.27],[0.15 0.24 0.47 0.14],1.0,3.0,Moderate,4_person,0,nonfamily_single,Young Adult,Full-Service Restaurants,Public_transport,2.0,1,Public_transport,Drinking Places
324,1.1743447115773594e+19,[0.25 0.35 0.4 ],[0.3  0.15 0.5  0.05],0.0,2.0,Very High,3_person,1,married_couple,Adult,Full-Service Restaurants,Car,2.0,2,Walking,Full-Service Restaurants
325,6.855961324007968e+18,[0.3 0.5 0.2],[0.3  0.05 0.6  0.05],1.0,1.0,Very High,2_person,0,nonfamily_single,Senior,Limited-Service Restaurants,Car,0.0,2,Public_transport,Nonalcoholic Bars
326,1.289903508936975e+19,[0.45 0.4  0.15],[0.35353535 0.15151515 0.45454545 0.04040404],1.0,0.0,Very High,1_person,1,living_alone,Young Adult,Full-Service Restaurants,Walking,2.0,0,Public_transport,Limited-Service Restaurants
327,8.348950325535942e+18,[0.45 0.35 0.2 ],[0.5  0.25 0.1  0.15],1.0,0.0,Debt,3_person,0,nonfamily_single,Young Adult,Nonalcoholic Bars,Walking,1.0,0,Public_transport,Limited-Service Restaurants
328,1.2308260213902498e+19,[0.25 0.2  0.55],[0.25 0.1  0.6  0.05],0.0,2.0,High,2_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Public_transport,2.0,1,Walking,Full-Service Restaurants
329,8.913704136874931e+17,[0.17 0.47 0.36],[0.3 0.1 0.5 0.1],2.0,0.0,Ultra High,2_person,1,married_couple,Senior,Limited-Service Restaurants,Walking,0.0,0,Car,Limited-Service Restaurants
330,8.519603866841827e+18,[0.3  0.55 0.15],[0.42 0.17 0.35 0.06],1.0,2.0,Debt,1_person,1,living_alone,Young Adult,Full-Service Restaurants,Car,2.0,2,Public_transport,Full-Service Restaurants
332,8.528227643748079e+17,[0.16 0.32 0.52],[0.16 0.43 0.38 0.03],1.0,3.0,Moderate,3_person,1,married_couple,Senior,Full-Service Restaurants,Car,2.0,2,Public_transport,Drinking Places
333,1.5884453012087362e+19,[0.15 0.3  0.55],[0.29 0.12 0.55 0.04],0.0,2.0,High,3_person,1,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Walking,Full-Service Restaurants
334,8.04233468784638e+17,[0.31 0.16 0.53],[0.21 0.13 0.59 0.07],0.0,2.0,High,3_person,2,nonfamily_single,Adult,Limited-Service Restaurants,Car,0.0,2,Walking,Full-Service Restaurants
335,8.014360105160415e+18,[0.45 0.4  0.15],[0.34 0.12 0.53 0.01],0.0,0.0,Moderate,2_person,0,nonfamily_single,Young Adult,Limited-Service Restaurants,Public_transport,0.0,1,Walking,Limited-Service Restaurants
336,9.935014821916318e+18,[0.45 0.23 0.32],[0.34 0.08 0.52 0.06],0.0,1.0,Low,2_person,1,married_couple,Young Adult,Full-Service Restaurants,Walking,2.0,0,Walking,Nonalcoholic Bars
337,6.82970135574844e+18,[0.32 0.52 0.16],[0.53535354 0.16161616 0.22222222 0.08080808],0.0,1.0,Debt,5_person,1,married_couple,Senior,Full-Service Restaurants,Car,2.0,2,Walking,Nonalcoholic Bars
338,1.0703953744889134e+18,[0.12 0.32 0.56],[0.23 0.08 0.64 0.05],1.0,0.0,Moderate,4_person,1,family_single,Senior,Full-Service Restaurants,Car,2.0,2,Public_transport,Limited-Service Restaurants
339,2.8009861420820093e+17,[0.5 0.4 0.1],[0.14851485 0.04950495 0.79207921 0.00990099],0.0,2.0,Low,5_person,0,family_single,Middle Age,Limited-Service Restaurants,Public_transport,0.0,1,Walking,Full-Service Restaurants
340,1.1012305996978184e+18,[0.25 0.2  0.55],[0.4  0.05 0.5  0.05],1.0,2.0,High,2_person,2,family_single,Middle Age,Limited-Service Restaurants,Public_transport,0.0,1,Public_transport,Full-Service Restaurants
341,9.811089001795504e+18,[0.45 0.25 0.3 ],[0.3 0.1 0.5 0.1],1.0,2.0,Very High,5_person,1,family_single,Adult,Limited-Service Restaurants,Walking,0.0,0,Public_transport,Full-Service Restaurants
342,2.465826183838009e+18,[0.2  0.25 0.55],[0.29292929 0.11111111 0.55555556 0.04040404],1.0,2.0,High,1_person,1,living_alone,Adult,Full-Service Restaurants,Car,2.0,2,Public_transport,Full-Service Restaurants
344,1.0750819881539197e+19,[0.2 0.2 0.6],[0.25 0.05 0.65 0.05],1.0,2.0,Very High,5_person,2,married_couple,Adult,Limited-Service Restaurants,Public_transport,0.0,1,Public_transport,Full-Service Restaurants
346,4.680385473514596e+18,[0.3  0.45 0.25],[0.35 0.1  0.52 0.03],1.0,0.0,Debt,5_person,1,married_couple,Middle Age,Full-Service Restaurants,Car,2.0,2,Public_transport,Limited-Service Restaurants
347,4.628551133622409e+18,[0.25 0.2  0.55],[0.25 0.05 0.65 0.05],1.0,2.0,Moderate,2_person,2,family_single,Elderly,Full-Service Restaurants,Car,2.0,2,Public_transport,Full-Service Restaurants
348,1.2515602219168956e+19,[0.32 0.23 0.45],[0.25 0.15 0.55 0.05],1.0,2.0,High,2_person,2,nonfamily_single,Young Adult,Full-Service Restaurants,Public_transport,2.0,1,Public_transport,Full-Service Restaurants
350,1.1538439246952423e+19,[0.2  0.37 0.43],[0.15 0.05 0.75 0.05],1.0,2.0,Moderate,4_person,2,family_single,Senior,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
351,1.7414886412358548e+18,[0.23 0.31 0.46],[0.26315789 0.15789474 0.52631579 0.05263158],0.0,2.0,Low,1_person,1,living_alone,Elderly,Full-Service Restaurants,Walking,2.0,0,Walking,Full-Service Restaurants
352,1.744537087141008e+19,[0.15 0.21 0.64],[0.3  0.15 0.5  0.05],2.0,0.0,Moderate,2_person,1,married_couple,Elderly,Nonalcoholic Bars,Car,1.0,2,Car,Limited-Service Restaurants
353,1.0141152551648516e+19,[0.1 0.2 0.7],[0.28 0.09 0.6  0.03],2.0,0.0,Low,5_person,3_plus,married_couple,Middle Age,Full-Service Restaurants,Public_transport,2.0,1,Car,Limited-Service Restaurants
354,1.0291050847285858e+19,[0.3 0.5 0.2],[0.32 0.18 0.45 0.05],1.0,2.0,Moderate,2_person,0,nonfamily_single,Young Adult,Full-Service Restaurants,Public_transport,2.0,1,Public_transport,Full-Service Restaurants
355,1.0188121266078951e+19,[0.17 0.26 0.57],[0.28 0.14 0.53 0.05],0.0,2.0,Ultra High,4_person,1,married_couple,Adult,Full-Service Restaurants,Public_transport,2.0,1,Walking,Full-Service Restaurants
356,1.1745483761168054e+19,[0.42 0.27 0.31],[0.3  0.05 0.6  0.05],0.0,0.0,Moderate,2_person,2,nonfamily_single,Young Adult,Nonalcoholic Bars,Car,1.0,2,Walking,Limited-Service Restaurants
357,2.3615906030511683e+18,[0.15 0.55 0.3 ],[0.3 0.1 0.5 0.1],0.0,2.0,Low,2_person,1,married_couple,Elderly,Nonalcoholic Bars,Car,1.0,2,Walking,Full-Service Restaurants
358,3.536675198992059e+18,[0.21 0.21 0.58],[0.27083333 0.19791667 0.44791667 0.08333333],1.0,3.0,Low,4_person,3_plus,nonfamily_single,Adult,Full-Service Restaurants,Car,2.0,2,Public_transport,Drinking Places
359,1.538035585717403e+19,[0.25 0.2  0.55],[0.2  0.16 0.58 0.06],2.0,2.0,Ultra High,3_person,1,married_couple,Adult,Nonalcoholic Bars,Walking,1.0,0,Car,Full-Service Restaurants
360,1.3340923204543609e+19,[0.35 0.42 0.23],[0.27 0.09 0.62 0.02],0.0,1.0,Low,1_person,0,living_alone,Adult,Nonalcoholic Bars,Walking,1.0,0,Walking,Nonalcoholic Bars
361,4.760627348892325e+18,[0.1  0.25 0.65],[0.21 0.04 0.73 0.02],2.0,2.0,Low,1_person,2,living_alone,Elderly,Limited-Service Restaurants,Public_transport,0.0,1,Car,Full-Service Restaurants
362,3.6957331277928914e+18,[0.26 0.26 0.48],[0.36 0.09 0.53 0.02],1.0,2.0,Ultra High,2_person,2,married_couple,Young Adult,Full-Service Restaurants,Car,2.0,2,Public_transport,Full-Service Restaurants
363,1.328282315531752e+19,[0.28 0.42 0.3 ],[0.29787234 0.20212766 0.43617021 0.06382979],1.0,2.0,Moderate,2_person,1,nonfamily_single,Young Adult,Limited-Service Restaurants,Walking,0.0,0,Public_transport,Full-Service Restaurants
364,1.268359446395928e+19,[0.47 0.15 0.38],[0.15 0.2  0.55 0.1 ],0.0,0.0,High,1_person,1,living_alone,Young Adult,Full-Service Restaurants,Walking,2.0,0,Walking,Limited-Service Restaurants
365,1.1077775457729053e+19,[0.1  0.35 0.55],[0.20512821 0.05128205 0.71794872 0.02564103],1.0,0.0,Low,2_person,1,family_single,Elderly,Limited-Service Restaurants,Public_transport,0.0,1,Public_transport,Limited-Service Restaurants
366,1.179511896883526e+19,[0.3 0.3 0.4],[0.26 0.14 0.56 0.04],0.0,1.0,Low,2_person,2,married_couple,Middle Age,Full-Service Restaurants,Walking,2.0,0,Walking,Nonalcoholic Bars
367,1.5682239220970858e+19,[0.32 0.54 0.14],[0.25 0.04 0.7  0.01],1.0,2.0,Moderate,2_person,0,nonfamily_single,Middle Age,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
368,8.503543395739184e+18,[0.39 0.48 0.13],[0.33333333 0.23809524 0.38095238 0.04761905],1.0,0.0,Debt,3_person,0,nonfamily_single,Young Adult,Full-Service Restaurants,Walking,2.0,0,Public_transport,Limited-Service Restaurants
369,1.4423987684055511e+19,[0.28 0.52 0.2 ],[0.21 0.08 0.64 0.07],0.0,2.0,Debt,3_person,0,family_single,Senior,Full-Service Restaurants,Car,2.0,2,Walking,Full-Service Restaurants
370,1.4820977335238896e+19,[0.35 0.1  0.55],[0.1  0.2  0.65 0.05],0.0,2.0,Low,1_person,1,living_alone,Elderly,Nonalcoholic Bars,Car,1.0,2,Walking,Full-Service Restaurants
371,1.3306870420767529e+19,[0.44 0.35 0.21],[0.15 0.21 0.61 0.03],0.0,1.0,Low,2_person,1,married_couple,Senior,Full-Service Restaurants,Walking,2.0,0,Walking,Nonalcoholic Bars
372,1.6283848791273589e+19,[0.3  0.25 0.45],[0.35 0.08 0.55 0.02],2.0,2.0,Low,3_person,1,family_single,Elderly,Limited-Service Restaurants,Car,0.0,2,Car,Full-Service Restaurants
373,1.5718079643493958e+19,[0.55 0.3  0.15],[0.3  0.15 0.5  0.05],0.0,2.0,Debt,1_person,0,living_alone,Young Adult,Nonalcoholic Bars,Public_transport,1.0,1,Walking,Full-Service Restaurants
374,8.078971197748575e+18,[0.3  0.28 0.42],[0.25 0.1  0.65 0.  ],2.0,2.0,Low,3_person,2,married_couple,Adult,Limited-Service Restaurants,Public_transport,0.0,1,Car,Full-Service Restaurants
375,1.7321169640349411e+19,[0.56 0.28 0.16],[0.52631579 0.10526316 0.31578947 0.05263158],1.0,0.0,Low,3_person,0,family_single,Young Adult,Full-Service Restaurants,Public_transport,2.0,1,Public_transport,Limited-Service Restaurants
377,3.933755533104915e+18,[0.46 0.43 0.11],[0.32 0.22 0.38 0.08],0.0,0.0,Low,7_plus_person,0,nonfamily_single,Elderly,Full-Service Restaurants,Public_transport,2.0,1,Walking,Limited-Service Restaurants
378,3.5603216521191777e+18,[0.05 0.25 0.7 ],[0.15 0.25 0.55 0.05],2.0,2.0,Low,2_person,1,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
380,2.814381905453732e+18,[0.2  0.45 0.35],[0.3  0.1  0.55 0.05],0.0,2.0,Moderate,4_person,1,married_couple,Senior,Nonalcoholic Bars,Car,1.0,2,Walking,Full-Service Restaurants
381,1.698603030858973e+19,[0.36 0.42 0.22],[0.30769231 0.05128205 0.61538462 0.02564103],0.0,2.0,Moderate,7_plus_person,0,married_couple,Middle Age,Full-Service Restaurants,Public_transport,2.0,1,Walking,Full-Service Restaurants
383,7.954673656105589e+18,[0.2  0.25 0.55],[0.09 0.13 0.73 0.05],1.0,2.0,Moderate,2_person,1,family_single,Elderly,Drinking Places,Car,3.0,2,Public_transport,Full-Service Restaurants
384,1.1629258179510574e+17,[0.45 0.3  0.25],[0.28 0.2  0.42 0.1 ],0.0,1.0,Low,1_person,0,living_alone,Young Adult,Full-Service Restaurants,Walking,2.0,0,Walking,Nonalcoholic Bars
385,1.3124414741505784e+19,[0.2  0.25 0.55],[0.31313131 0.18181818 0.44444444 0.06060606],2.0,0.0,Ultra High,4_person,2,married_couple,Senior,Drinking Places,Car,3.0,2,Car,Limited-Service Restaurants
386,1.6520329791264289e+19,[0.22 0.45 0.33],[0.31578947 0.10526316 0.52631579 0.05263158],2.0,2.0,High,1_person,0,living_alone,Young Adult,Nonalcoholic Bars,Public_transport,1.0,1,Car,Full-Service Restaurants
387,1.7549487838892638e+19,[0.55 0.35 0.1 ],[0.2  0.05 0.65 0.1 ],0.0,2.0,Low,2_person,0,nonfamily_single,Young Adult,Full-Service Restaurants,Walking,2.0,0,Walking,Full-Service Restaurants
388,1.0581832978226602e+19,[0.35 0.45 0.2 ],[0.2  0.05 0.65 0.1 ],1.0,0.0,Low,4_person,0,family_single,Elderly,Full-Service Restaurants,Walking,2.0,0,Public_transport,Limited-Service Restaurants
389,1.2601876487824929e+19,[0.45 0.4  0.15],[0.7  0.05 0.1  0.15],1.0,3.0,Debt,3_person,0,nonfamily_single,Young Adult,Drinking Places,Walking,3.0,0,Public_transport,Drinking Places
390,2.504424624762369e+18,[0.25 0.2  0.55],[0.1  0.24 0.63 0.03],2.0,2.0,Ultra High,1_person,1,living_alone,Adult,Nonalcoholic Bars,Walking,1.0,0,Car,Full-Service Restaurants
391,1.5714833861507207e+19,[0.29292929 0.28282828 0.42424242],[0.05128205 0.20512821 0.71794872 0.02564103],1.0,0.0,Low,4_person,1,married_couple,Middle Age,Full-Service Restaurants,Car,2.0,2,Public_transport,Limited-Service Restaurants
392,8.668900489791126e+18,[0.25 0.3  0.45],[0.16 0.21 0.55 0.08],2.0,1.0,Low,2_person,1,married_couple,Elderly,Limited-Service Restaurants,Car,0.0,2,Car,Nonalcoholic Bars
393,9.239379244822966e+18,[0.16 0.26 0.58],[0.35 0.15 0.45 0.05],1.0,2.0,Ultra High,7_plus_person,2,married_couple,Middle Age,Nonalcoholic Bars,Car,1.0,2,Public_transport,Full-Service Restaurants
394,1.0647795013608397e+19,[0.4  0.45 0.15],[0.36 0.17 0.42 0.05],0.0,0.0,Low,5_person,2,family_single,Middle Age,Limited-Service Restaurants,Car,0.0,2,Walking,Limited-Service Restaurants
395,5.256684183105025e+18,[0.42 0.34 0.24],[0.5  0.15 0.23 0.12],1.0,3.0,Low,2_person,0,family_single,Young Adult,Drinking Places,Walking,3.0,0,Public_transport,Drinking Places
396,9.262733424919388e+17,[0.25 0.3  0.45],[0.05 0.25 0.65 0.05],2.0,2.0,Moderate,1_person,1,living_alone,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
397,5.326228891824007e+18,[0.46 0.15 0.39],[0.3  0.1  0.55 0.05],1.0,2.0,Ultra High,2_person,1,married_couple,Young Adult,Drinking Places,Car,3.0,2,Public_transport,Full-Service Restaurants
398,3.542213949443114e+18,[0.15 0.15 0.7 ],[0.24 0.06 0.64 0.06],2.0,2.0,Low,1_person,0,living_alone,Elderly,Limited-Service Restaurants,Public_transport,0.0,1,Car,Full-Service Restaurants
399,6.140600901670286e+18,[0.19 0.33 0.48],[0.26 0.12 0.58 0.04],2.0,1.0,High,2_person,1,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Nonalcoholic Bars
400,1.3651936646528223e+19,[0.67 0.25 0.08],[0.3  0.05 0.6  0.05],2.0,0.0,Ultra High,2_person,0,married_couple,Young Adult,Full-Service Restaurants,Walking,2.0,0,Car,Limited-Service Restaurants
401,1.1709071112581446e+19,[0.55 0.23 0.22],[0.28282828 0.05050505 0.63636364 0.03030303],0.0,2.0,High,3_person,0,family_single,Adult,Limited-Service Restaurants,Public_transport,0.0,1,Walking,Full-Service Restaurants
403,5.82831775448582e+18,[0.2  0.35 0.45],[0.3  0.1  0.55 0.05],1.0,1.0,Moderate,4_person,3_plus,married_couple,Middle Age,Full-Service Restaurants,Car,2.0,2,Public_transport,Nonalcoholic Bars
405,1.7441206323129513e+18,[0.14 0.26 0.6 ],[0.15 0.27 0.52 0.06],2.0,2.0,Debt,5_person,2,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
406,1.5719987214575524e+19,[0.41 0.46 0.13],[0.1 0.2 0.6 0.1],1.0,2.0,Very High,4_person,2,married_couple,Adult,Full-Service Restaurants,Car,2.0,2,Public_transport,Full-Service Restaurants
407,9.704097645649635e+18,[0.35 0.52 0.13],[0.3  0.05 0.6  0.05],1.0,2.0,Moderate,4_person,0,nonfamily_single,Adult,Limited-Service Restaurants,Public_transport,0.0,1,Public_transport,Full-Service Restaurants
408,6.522657176569459e+18,[0.3 0.2 0.5],[0.1875  0.25    0.46875 0.09375],1.0,1.0,Ultra High,3_person,1,married_couple,Adult,Full-Service Restaurants,Car,2.0,2,Public_transport,Nonalcoholic Bars
409,2.564515941196432e+18,[0.72222222 0.27777778 0.        ],[0.43617021 0.20212766 0.25531915 0.10638298],0.0,2.0,Low,1_person,0,living_alone,Young Adult,Nonalcoholic Bars,Walking,1.0,0,Walking,Full-Service Restaurants
