,activity_id,origin_bgrp_2020,origin_trct_2020,origin_cty_2020,origin_st_2020,destination_bgrp_2020,destination_trct_2020,destination_cty_2020,destination_st_2020,primary_mode,trip_purpose,previous_trip_purpose,trip_start_time,trip_end_time,trip_duration_minutes,trip_distance_miles,vehicle_type,vehicle_fuel_type,transit_submode,transit_agency,transit_route,origin_land_use,origin_building_use,destination_land_use,destination_building_use,trip_taker_person_id,trip_taker_household_id,trip_taker_age,trip_taker_sex,trip_taker_race_ethnicity,trip_taker_employment_status,trip_taker_wfh,trip_taker_individual_income,trip_taker_commute_mode,trip_taker_household_size,trip_taker_household_income,trip_taker_available_vehicles,trip_taker_resident_type,trip_taker_industry,trip_taker_building_type,trip_taker_school_grade_attending,trip_taker_education,trip_taker_tenure,trip_taker_language,trip_taker_home_bgrp_2020,trip_taker_home_trct_2020,trip_taker_home_cty_2020,trip_taker_home_st_2020,trip_taker_work_bgrp_2020,trip_taker_work_trct_2020,trip_taker_work_cty_2020,trip_taker_work_st_2020
551181,6056739864306841478,"4 (Tract 312.01, San Francisco, CA)","312.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 126.02, San Francisco, CA)","126.02 (San Francisco, CA)","San Francisco County, CA",California,public_transit,work,home,08:30:00,09:19:44,49,7.6,unknown_vehicle_type,unknown_fuel_type,"light_rail, bus","San Francisco Municipal Transportation Agency, San Francisco Municipal Transportation Agency","INGLESIDE, VAN NESS-MISSION",multi_family,multi_family,office,office,3303412347024076890,12800316153599531620,31,female,white_not_hispanic_or_latino,employed,in_person,45861,public_transit,1,45861,zero,core,naics44_45,several_units,not_attending_school,bachelors_degree,renter,english,"4 (Tract 312.01, San Francisco, CA)","312.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 126.02, San Francisco, CA)","126.02 (San Francisco, CA)","San Francisco County, CA",California
164669,11291142101755506728,"3 (Tract 124.04, San Francisco, CA)","124.04 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 607.01, San Francisco, CA)","607.01 (San Francisco, CA)","San Francisco County, CA",California,public_transit,work,home,06:59:00,07:25:29,26,1.8,unknown_vehicle_type,unknown_fuel_type,subway,Bay Area Rapid Transit,Millbrae/Daly City to Richmond,mixed_use,multi_family,office,office,11855926146583947190,2469201729792133921,51,male,white_not_hispanic_or_latino,employed,in_person,62538,public_transit,1,62538,zero,core,naics23,multiple_units,not_attending_school,k_12,renter,english,"3 (Tract 124.04, San Francisco, CA)","124.04 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 607.01, San Francisco, CA)","607.01 (San Francisco, CA)","San Francisco County, CA",California
1371750,947295095429133595,"2 (Tract 231.03, San Francisco, CA)","231.03 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 258, San Francisco, CA)","258 (San Francisco, CA)","San Francisco County, CA",California,private_auto,social,home,10:42:00,10:51:09,9,2.8,unknown_vehicle_type,other_non_bev,,,,mixed_use,multi_family,single_family,single_family,13230723199476969596,6853760386562780872,65,female,nhopi_not_hispanic_or_latino,employed,remote,50030,worked_from_home,3,88804,one,core,naics92,several_units,not_attending_school,some_college,renter,other,"2 (Tract 231.03, San Francisco, CA)","231.03 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 231.03, San Francisco, CA)","231.03 (San Francisco, CA)","San Francisco County, CA",California
169944,18297519040219918662,"3 (Tract 159, San Francisco, CA)","159 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 159, San Francisco, CA)","159 (San Francisco, CA)","San Francisco County, CA",California,walking,shop,shop,17:41:00,17:41:00,0,0.0,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,retail,retail,16174218117068948556,2224625409875144557,60,female,white_not_hispanic_or_latino,employed,in_person,342032,private_auto,3,649861,three_plus,core,naics541940,single_family,not_attending_school,advanced_degree,owner,english,"3 (Tract 428, San Francisco, CA)","428 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 6125, San Mateo, CA)","6125 (San Mateo, CA)","San Mateo County, CA",California
1793933,6991124493443848912,"1 (Tract 615.03, San Francisco, CA)","615.03 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 615.06, San Francisco, CA)","615.06 (San Francisco, CA)","San Francisco County, CA",California,walking,home,work,15:36:00,15:40:38,4,0.2,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,office,mixed_use,multi_family,10585529812444652641,6389027039532086046,35,female,asian_not_hispanic_or_latino,employed,in_person,118437,walking,2,236874,two,core,naics624,multiple_units,not_attending_school,advanced_degree,renter,english,"3 (Tract 615.06, San Francisco, CA)","615.06 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 615.03, San Francisco, CA)","615.03 (San Francisco, CA)","San Francisco County, CA",California
928937,859128392494128104,"2 (Tract 104.01, San Francisco, CA)","104.01 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 104.01, San Francisco, CA)","104.01 (San Francisco, CA)","San Francisco County, CA",California,walking,school,home,07:57:16,08:01:22,4,0.2,unknown_vehicle_type,unknown_fuel_type,,,,multi_family,multi_family,education,education,12816294674111299190,1880065817202065269,3,female,white_not_hispanic_or_latino,under_16,unemployed_under_16_not_in_labor_force,0,other_travel_mode,5,206690,one,core,not_working,several_units,kindergarten,no_school,owner,indo_european,"2 (Tract 104.01, San Francisco, CA)","104.01 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 104.01, San Francisco, CA)","104.01 (San Francisco, CA)","San Francisco County, CA",California
960849,5694067148296779259,"4 (Tract 327, San Francisco, CA)","327 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 426.01, San Francisco, CA)","426.01 (San Francisco, CA)","San Francisco County, CA",California,walking,home,other_activity_type,15:42:47,16:37:34,54,2.8,unknown_vehicle_type,unknown_fuel_type,,,,education,education,multi_family,multi_family,10189290054819315164,16077527376304344840,65,male,asian_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,82655,other_travel_mode,1,82655,zero,core,not_working,several_units,not_attending_school,bachelors_degree,owner,english,"2 (Tract 426.01, San Francisco, CA)","426.01 (San Francisco, CA)","San Francisco County, CA",California,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
625950,9724208796090328016,"1 (Tract 478.02, San Francisco, CA)","478.02 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 168.02, San Francisco, CA)","168.02 (San Francisco, CA)","San Francisco County, CA",California,private_auto,eat,home,11:50:00,12:03:39,13,4.9,unknown_vehicle_type,other_non_bev,,,,multi_family,multi_family,retail,retail,4257631412638265373,13521226679733347744,56,male,white_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,12526,other_travel_mode,2,25053,one,core,not_working,several_units,not_attending_school,high_school,renter,english,"1 (Tract 478.02, San Francisco, CA)","478.02 (San Francisco, CA)","San Francisco County, CA",California,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
1355841,9368004386355365625,"2 (Tract 252, San Francisco, CA)","252 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 228.01, San Francisco, CA)","228.01 (San Francisco, CA)","San Francisco County, CA",California,private_auto,recreation,work,15:09:00,15:13:40,4,1.4,unknown_vehicle_type,other_non_bev,,,,mixed_use,retail,mixed_use,non_retail_attraction,11188257224635690839,9813990597847773478,46,male,two_races_not_hispanic_or_latino,employed,in_person,25015,private_auto,1,25015,two,core,naics812199,multiple_units,not_attending_school,some_college,renter,english,"2 (Tract 252, San Francisco, CA)","252 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 252, San Francisco, CA)","252 (San Francisco, CA)","San Francisco County, CA",California
1667792,13530439870967746219,"1 (Tract 180, San Francisco, CA)","180 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 615.08, San Francisco, CA)","615.08 (San Francisco, CA)","San Francisco County, CA",California,walking,work,shop,09:28:00,09:42:12,14,0.7,unknown_vehicle_type,unknown_fuel_type,,,,office,office,mixed_use,office,15091604008638783874,14479106505627413736,29,female,hispanic_or_latino_origin,employed,in_person,115998,walking,2,313233,one,core,naics54,multiple_units,not_attending_school,bachelors_degree,renter,spanish,"1 (Tract 615.03, San Francisco, CA)","615.03 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 615.08, San Francisco, CA)","615.08 (San Francisco, CA)","San Francisco County, CA",California
313906,16676915010985486654,"1 (Tract 9803, San Francisco, CA)","9803 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 170, San Francisco, CA)","170 (San Francisco, CA)","San Francisco County, CA",California,auto_passenger,home,recreation,07:08:00,07:16:08,8,2.6,unknown_vehicle_type,unknown_fuel_type,,,,non_retail_attraction,non_retail_attraction,multi_family,multi_family,1036320952133129631,10622810309844788233,31,male,white_not_hispanic_or_latino,employed,remote,144723,worked_from_home,1,144723,one,core,naics4422,multiple_units,not_attending_school,bachelors_degree,renter,english,"3 (Tract 170, San Francisco, CA)","170 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 170, San Francisco, CA)","170 (San Francisco, CA)","San Francisco County, CA",California
255462,4308018370364504874,"1 (Tract 228.03, San Francisco, CA)","228.03 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 228.03, San Francisco, CA)","228.03 (San Francisco, CA)","San Francisco County, CA",California,walking,maintenance,home,11:14:00,11:15:26,1,0.1,unknown_vehicle_type,unknown_fuel_type,,,,multi_family,multi_family,office,office,15749106287039645760,18312985824502329333,52,female,hispanic_or_latino_origin,not_in_labor_force,unemployed_under_16_not_in_labor_force,0,other_travel_mode,4,83510,two,core,not_working,several_units,not_attending_school,no_school,renter,spanish,"1 (Tract 228.03, San Francisco, CA)","228.03 (San Francisco, CA)","San Francisco County, CA",California,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
1629124,7374134661753661598,"1 (Tract 326.01, San Francisco, CA)","326.01 (San Francisco, CA)","San Francisco County, CA",California,"4 (Tract 301.02, San Francisco, CA)","301.02 (San Francisco, CA)","San Francisco County, CA",California,walking,home,shop,17:01:32,17:33:02,31,1.6,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,multi_family,multi_family,2908734336584839724,9045865986026503258,73,female,white_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,28996,other_travel_mode,1,28996,zero,core,not_working,several_units,not_attending_school,some_college,renter,english,"4 (Tract 301.02, San Francisco, CA)","301.02 (San Francisco, CA)","San Francisco County, CA",California,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
386497,3300046027479172688,"7 (Tract 327, San Francisco, CA)","327 (San Francisco, CA)","San Francisco County, CA",California,"5 (Tract 308, San Francisco, CA)","308 (San Francisco, CA)","San Francisco County, CA",California,auto_passenger,recreation,home,12:28:00,12:36:01,8,2.6,unknown_vehicle_type,unknown_fuel_type,,,,multi_family,multi_family,non_retail_attraction,non_retail_attraction,14882638947561693401,6765703801218801137,74,female,asian_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,393337,other_travel_mode,2,495946,two,core,not_working,several_units,not_attending_school,no_school,owner,asian_pacific,"7 (Tract 327, San Francisco, CA)","327 (San Francisco, CA)","San Francisco County, CA",California,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
587328,8320038755213630015,"2 (Tract 153, San Francisco, CA)","153 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 117, San Francisco, CA)","117 (San Francisco, CA)","San Francisco County, CA",California,walking,eat,home,19:44:00,20:30:20,46,2.4,unknown_vehicle_type,unknown_fuel_type,,,,multi_family,multi_family,retail,retail,10729491799677790002,12973713899430393744,29,male,black_not_hispanic_or_latino,employed,employed_not_working,101104,public_transit,1,101104,zero,core,naics54,multiple_units,not_attending_school,bachelors_degree,renter,english,"2 (Tract 153, San Francisco, CA)","153 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 178.01, San Francisco, CA)","178.01 (San Francisco, CA)","San Francisco County, CA",California
288310,11054096857035013060,"1 (Tract 118, San Francisco, CA)","118 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 201.02, San Francisco, CA)","201.02 (San Francisco, CA)","San Francisco County, CA",California,auto_passenger,home,eat,13:48:00,14:00:28,12,2.7,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,retail,multi_family,multi_family,12065880406665227518,7113619879223474242,70,male,aian_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,26495,other_travel_mode,1,26495,zero,core,not_working,multiple_units,not_attending_school,some_college,renter,english,"1 (Tract 201.02, San Francisco, CA)","201.02 (San Francisco, CA)","San Francisco County, CA",California,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
1729681,2005343037830726691,"1 (Tract 163, San Francisco, CA)","163 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 426.02, San Francisco, CA)","426.02 (San Francisco, CA)","San Francisco County, CA",California,private_auto,maintenance,home,12:33:00,12:45:49,12,3.3,unknown_vehicle_type,other_non_bev,,,,single_family,single_family,mixed_use,civic_institutional,3477809501665612157,4338722961291925543,61,female,white_not_hispanic_or_latino,employed,remote,463828,worked_from_home,2,1179896,two,core,naics61,single_family,not_attending_school,advanced_degree,owner,english,"1 (Tract 163, San Francisco, CA)","163 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 163, San Francisco, CA)","163 (San Francisco, CA)","San Francisco County, CA",California
949236,13919954981006155180,"5 (Tract 215, San Francisco, CA)","215 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 303.01, San Francisco, CA)","303.01 (San Francisco, CA)","San Francisco County, CA",California,auto_passenger,home,eat,13:48:00,13:59:05,11,3.0,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,multi_family,multi_family,8127722671826398098,10435741062575275806,28,female,white_not_hispanic_or_latino,employed,remote,129138,worked_from_home,2,178121,one,core,naics44_45,several_units,not_attending_school,advanced_degree,owner,english,"3 (Tract 303.01, San Francisco, CA)","303.01 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 303.01, San Francisco, CA)","303.01 (San Francisco, CA)","San Francisco County, CA",California
1978956,16475205078595031516,"2 (Tract 229.03, San Francisco, CA)","229.03 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 254.03, San Francisco, CA)","254.03 (San Francisco, CA)","San Francisco County, CA",California,on_demand_auto,home,maintenance,23:30:00,23:33:21,3,1.8,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,office,single_family,single_family,16479633243040716343,5832542024792791414,18,male,hispanic_or_latino_origin,not_in_labor_force,unemployed_under_16_not_in_labor_force,0,other_travel_mode,8,164608,three_plus,core,not_working,single_family,undergraduate,high_school,owner,spanish,"2 (Tract 254.03, San Francisco, CA)","254.03 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 228.01, San Francisco, CA)","228.01 (San Francisco, CA)","San Francisco County, CA",California
965807,5745719834979152652,"1 (Tract 218, San Francisco, CA)","218 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 218, San Francisco, CA)","218 (San Francisco, CA)","San Francisco County, CA",California,auto_passenger,school,home,07:49:09,07:50:23,1,0.2,unknown_vehicle_type,unknown_fuel_type,,,,multi_family,multi_family,education,education,15870379878491876857,17208007897002802265,7,male,hispanic_or_latino_origin,under_16,unemployed_under_16_not_in_labor_force,0,other_travel_mode,4,411906,one,core,not_working,several_units,school,k_12,owner,spanish,"1 (Tract 218, San Francisco, CA)","218 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 218, San Francisco, CA)","218 (San Francisco, CA)","San Francisco County, CA",California
452026,244715152107920614,"1 (Tract 176.03, San Francisco, CA)","176.03 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 130.01, San Francisco, CA)","130.01 (San Francisco, CA)","San Francisco County, CA",California,walking,home,work,17:08:00,17:51:34,43,2.3,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,industrial,multi_family,multi_family,10299165529862632322,8806021741951517166,71,female,white_not_hispanic_or_latino,employed,in_person,148425,walking,1,148425,one,core,naics31_33,multiple_units,not_attending_school,bachelors_degree,renter,english,"2 (Tract 130.01, San Francisco, CA)","130.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 176.03, San Francisco, CA)","176.03 (San Francisco, CA)","San Francisco County, CA",California
500429,9261487284918980213,"1 (Tract 311, San Francisco, CA)","311 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 259, San Francisco, CA)","259 (San Francisco, CA)","San Francisco County, CA",California,private_auto,home,eat,18:33:00,18:38:27,5,1.6,unknown_vehicle_type,other_non_bev,,,,retail,retail,single_family,single_family,11595254050782652930,1603228746896045234,27,male,asian_not_hispanic_or_latino,employed,in_person,53436,private_auto,2,53436,two,core,naics722410,single_family,not_attending_school,no_school,renter,asian_pacific,"1 (Tract 259, San Francisco, CA)","259 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 201.01, San Francisco, CA)","201.01 (San Francisco, CA)","San Francisco County, CA",California
1638274,17618322144985485935,"1 (Tract 477.01, San Francisco, CA)","477.01 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 477.01, San Francisco, CA)","477.01 (San Francisco, CA)","San Francisco County, CA",California,walking,home,shop,18:07:23,18:11:10,3,0.2,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,single_family,single_family,5421978843894182124,12389323391278877887,55,female,asian_not_hispanic_or_latino,employed,in_person,6959,private_auto,3,42567,zero,core,naics92,single_family,not_attending_school,no_school,renter,asian_pacific,"3 (Tract 477.01, San Francisco, CA)","477.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 130.01, San Francisco, CA)","130.01 (San Francisco, CA)","San Francisco County, CA",California
386290,10988571432231276564,"4 (Tract 159, San Francisco, CA)","159 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 611.02, San Francisco, CA)","611.02 (San Francisco, CA)","San Francisco County, CA",California,public_transit,home,shop,19:11:00,19:35:19,24,2.0,unknown_vehicle_type,unknown_fuel_type,bus,San Francisco Municipal Transportation Agency,CALIFORNIA,retail,retail,multi_family,multi_family,12749246183517952259,7672764647134295698,74,male,asian_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,12642,other_travel_mode,1,12642,zero,core,not_working,multiple_units,not_attending_school,k_12,renter,asian_pacific,"2 (Tract 611.02, San Francisco, CA)","611.02 (San Francisco, CA)","San Francisco County, CA",California,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
107628,12049422334006889685,"3 (Tract 117, San Francisco, CA)","117 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 154.02, San Francisco, CA)","154.02 (San Francisco, CA)","San Francisco County, CA",California,private_auto,home,eat,08:31:00,08:44:40,13,2.9,unknown_vehicle_type,other_non_bev,,,,retail,retail,multi_family,multi_family,3330500808618813910,12914825425471707503,50,male,white_not_hispanic_or_latino,employed,in_person,61587,auto_passenger,2,215555,one,core,naics31_33,several_units,not_attending_school,high_school,renter,english,"1 (Tract 154.02, San Francisco, CA)","154.02 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 615.03, San Francisco, CA)","615.03 (San Francisco, CA)","San Francisco County, CA",California
848837,1895178067710815530,"3 (Tract 168.01, San Francisco, CA)","168.01 (San Francisco, CA)","San Francisco County, CA",California,"4 (Tract 132, San Francisco, CA)","132 (San Francisco, CA)","San Francisco County, CA",California,public_transit,school,home,07:58:45,08:20:30,21,1.9,unknown_vehicle_type,unknown_fuel_type,bus,San Francisco Municipal Transportation Agency,FILLMORE,multi_family,multi_family,education,education,8584204937463669782,2358737963409006502,13,female,white_not_hispanic_or_latino,under_16,unemployed_under_16_not_in_labor_force,0,other_travel_mode,2,182300,zero,core,not_working,multiple_units,school,k_12,renter,indo_european,"3 (Tract 168.01, San Francisco, CA)","168.01 (San Francisco, CA)","San Francisco County, CA",California,"4 (Tract 132, San Francisco, CA)","132 (San Francisco, CA)","San Francisco County, CA",California
107227,17430887678693107888,"1 (Tract 156, San Francisco, CA)","156 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 352.02, San Francisco, CA)","352.02 (San Francisco, CA)","San Francisco County, CA",California,auto_passenger,home,work,16:34:00,16:45:54,11,4.2,unknown_vehicle_type,unknown_fuel_type,,,,office,office,single_family,single_family,16816591393319934027,3789139749924663559,43,female,asian_not_hispanic_or_latino,employed,in_person,28944,auto_passenger,4,118005,one,core,naics56,single_family,not_attending_school,high_school,owner,asian_pacific,"1 (Tract 352.02, San Francisco, CA)","352.02 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 156, San Francisco, CA)","156 (San Francisco, CA)","San Francisco County, CA",California
1352964,13356121201797596224,"2 (Tract 427, San Francisco, CA)","427 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 426.01, San Francisco, CA)","426.01 (San Francisco, CA)","San Francisco County, CA",California,biking,eat,home,10:30:00,10:31:33,1,0.3,unknown_vehicle_type,unknown_fuel_type,,,,single_family,single_family,retail,retail,8571789145297397852,16227026807025184854,63,female,asian_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,29112,other_travel_mode,10,221650,three_plus,core,naics61,single_family,not_attending_school,some_college,owner,asian_pacific,"2 (Tract 427, San Francisco, CA)","427 (San Francisco, CA)","San Francisco County, CA",California,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
1972468,17324279336587346345,"2 (Tract 177, San Francisco, CA)","177 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 229.03, San Francisco, CA)","229.03 (San Francisco, CA)","San Francisco County, CA",California,biking,home,shop,18:56:00,19:04:10,8,1.5,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,retail,multi_family,multi_family,11815255355019995828,18114674466066929829,67,female,asian_not_hispanic_or_latino,employed,in_person,57993,public_transit,3,118306,zero,core,naics624410,multiple_units,not_attending_school,high_school,renter,asian_pacific,"3 (Tract 229.03, San Francisco, CA)","229.03 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 176.04, San Francisco, CA)","176.04 (San Francisco, CA)","San Francisco County, CA",California
1735996,12160167240771271214,"1 (Tract 332.01, San Francisco, CA)","332.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 201.01, San Francisco, CA)","201.01 (San Francisco, CA)","San Francisco County, CA",California,biking,home,eat,08:48:00,09:20:16,32,5.8,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,multi_family,multi_family,17324528905875340078,7930362436017622450,74,female,white_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,43151,other_travel_mode,1,43151,zero,core,not_working,multiple_units,not_attending_school,some_college,renter,english,"1 (Tract 201.01, San Francisco, CA)","201.01 (San Francisco, CA)","San Francisco County, CA",California,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
2070764,1411195738374496989,"1 (Tract 332.01, San Francisco, CA)","332.01 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 205, San Francisco, CA)","205 (San Francisco, CA)","San Francisco County, CA",California,private_auto,shop,shop,17:28:59,17:43:58,14,4.2,unknown_vehicle_type,other_non_bev,,,,retail,retail,retail,retail,10085895425226172611,15956846516676883597,51,male,black_not_hispanic_or_latino,employed,in_person,292286,private_auto,1,292286,two,core,naics445230,multiple_units,not_attending_school,bachelors_degree,renter,english,"1 (Tract 108, San Francisco, CA)","108 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 332.01, San Francisco, CA)","332.01 (San Francisco, CA)","San Francisco County, CA",California
1327600,3905054289324411422,"2 (Tract 178.04, San Francisco, CA)","178.04 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 134.02, San Francisco, CA)","134.02 (San Francisco, CA)","San Francisco County, CA",California,public_transit,work,home,13:29:00,14:02:05,33,2.8,unknown_vehicle_type,unknown_fuel_type,bus,San Francisco Municipal Transportation Agency,GEARY RAPID,multi_family,multi_family,education,education,15298881089528864327,7850662242003987440,66,female,two_races_not_hispanic_or_latino,employed,in_person,24329,public_transit,1,0,unknown_num_vehicles,core,naics62,GQ_structure,not_attending_school,some_college,GQ,GQ_language,"2 (Tract 178.04, San Francisco, CA)","178.04 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 134.02, San Francisco, CA)","134.02 (San Francisco, CA)","San Francisco County, CA",California
1238377,7677745589117408698,"1 (Tract 113, San Francisco, CA)","113 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 209, San Francisco, CA)","209 (San Francisco, CA)","San Francisco County, CA",California,private_auto,eat,home,11:48:00,12:05:17,17,4.0,unknown_vehicle_type,other_non_bev,,,,mixed_use,multi_family,retail,retail,421729807645534592,12611550258787383453,19,male,asian_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,2960,other_travel_mode,5,89183,one,core,naics44_45,multiple_units,undergraduate,some_college,renter,asian_pacific,"1 (Tract 113, San Francisco, CA)","113 (San Francisco, CA)","San Francisco County, CA",California,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
221945,3990164337358369666,"1 (Tract 312.01, San Francisco, CA)","312.01 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 261, San Francisco, CA)","261 (San Francisco, CA)","San Francisco County, CA",California,walking,home,shop,16:16:00,16:32:07,16,0.8,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,retail,single_family,single_family,7602953486380188853,9321899785751260924,24,male,asian_not_hispanic_or_latino,unemployed,unemployed_under_16_not_in_labor_force,0,other_travel_mode,5,139093,two,core,not_working,single_family,graduate,bachelors_degree,owner,english,"3 (Tract 261, San Francisco, CA)","261 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 311, San Francisco, CA)","311 (San Francisco, CA)","San Francisco County, CA",California
447995,3660227193780265895,"3 (Tract 607.01, San Francisco, CA)","607.01 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 311, San Francisco, CA)","311 (San Francisco, CA)","San Francisco County, CA",California,public_transit,home,work,22:31:41,22:43:41,12,6.3,unknown_vehicle_type,unknown_fuel_type,bus,San Francisco Municipal Transportation Agency,FILLMORE,office,office,single_family,single_family,3846235019687056934,18438805466150557690,49,female,hispanic_or_latino_origin,employed,in_person,41692,public_transit,5,199081,two,core,naics54192,single_family,not_attending_school,high_school,owner,spanish,"3 (Tract 311, San Francisco, CA)","311 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 607.01, San Francisco, CA)","607.01 (San Francisco, CA)","San Francisco County, CA",California
586027,8116364076984445823,"1 (Tract 179.03, San Francisco, CA)","179.03 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 102.02, San Francisco, CA)","102.02 (San Francisco, CA)","San Francisco County, CA",California,auto_passenger,school,home,07:39:25,07:57:57,18,6.2,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,multi_family,education,education,14956891523539355156,8903588935349806088,16,male,black_not_hispanic_or_latino,employed,employed_not_working,556,public_transit,6,30147,one,core,naics721110,multiple_units,school,k_12,renter,english,"1 (Tract 179.03, San Francisco, CA)","179.03 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 123.01, San Francisco, CA)","123.01 (San Francisco, CA)","San Francisco County, CA",California
