,activity_id,origin_bgrp_2020,origin_trct_2020,origin_cty_2020,origin_st_2020,destination_bgrp_2020,destination_trct_2020,destination_cty_2020,destination_st_2020,primary_mode,trip_purpose,previous_trip_purpose,trip_start_time,trip_end_time,trip_duration_minutes,trip_distance_miles,vehicle_type,vehicle_fuel_type,transit_submode,transit_agency,transit_route,origin_land_use,origin_building_use,destination_land_use,destination_building_use,trip_taker_person_id,trip_taker_household_id,trip_taker_age,trip_taker_sex,trip_taker_race_ethnicity,trip_taker_employment_status,trip_taker_wfh,trip_taker_individual_income,trip_taker_commute_mode,trip_taker_household_size,trip_taker_household_income,trip_taker_available_vehicles,trip_taker_resident_type,trip_taker_industry,trip_taker_building_type,trip_taker_school_grade_attending,trip_taker_education,trip_taker_tenure,trip_taker_language,trip_taker_home_bgrp_2020,trip_taker_home_trct_2020,trip_taker_home_cty_2020,trip_taker_home_st_2020,trip_taker_work_bgrp_2020,trip_taker_work_trct_2020,trip_taker_work_cty_2020,trip_taker_work_st_2020
71511,5665761363943354437,"3 (Tract 3536, Middlesex, MA)","3536 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"5 (Tract 3594, Middlesex, MA)","3594 (Middlesex, MA)","Middlesex County, MA",Massachusetts,auto_passenger,work,home,12:33:00,12:40:16,7,1.4,unknown_vehicle_type,unknown_fuel_type,,,,multi_family,multi_family,office,office,17295171444077129689,16995798426374524233,27,male,white_not_hispanic_or_latino,employed,in_person,158083,auto_passenger,2,386301,one,core,naics5416,several_units,not_attending_school,bachelors_degree,owner,english,"3 (Tract 3536, Middlesex, MA)","3536 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"5 (Tract 3594, Middlesex, MA)","3594 (Middlesex, MA)","Middlesex County, MA",Massachusetts
16367,2892558693494938592,"2 (Tract 3536, Middlesex, MA)","3536 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"3 (Tract 3537, Middlesex, MA)","3537 (Middlesex, MA)","Middlesex County, MA",Massachusetts,public_transit,home,school,14:51:00,15:01:47,10,0.7,unknown_vehicle_type,unknown_fuel_type,bus,MBTA,Harvard Square - Nubian Station,education,education,education,education,15545904677256801131,17609404284139001240,18,female,hispanic_or_latino_origin,not_in_labor_force,unemployed_under_16_not_in_labor_force,0,other_travel_mode,1,0,unknown_num_vehicles,core,not_working,GQ_structure,undergraduate,some_college,GQ,GQ_language,"3 (Tract 3537, Middlesex, MA)","3537 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3536, Middlesex, MA)","3536 (Middlesex, MA)","Middlesex County, MA",Massachusetts
11842,18108057751888745507,"3 (Tract 3546.02, Middlesex, MA)","3546.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"3 (Tract 3594, Middlesex, MA)","3594 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,school,home,07:58:45,08:35:34,36,1.9,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,multi_family,education,education,5286275839152841471,7647972236302223619,15,male,black_not_hispanic_or_latino,under_16,unemployed_under_16_not_in_labor_force,0,other_travel_mode,3,45604,zero,core,not_working,several_units,school,k_12,renter,other,"3 (Tract 3546.02, Middlesex, MA)","3546.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"3 (Tract 3594, Middlesex, MA)","3594 (Middlesex, MA)","Middlesex County, MA",Massachusetts
152811,6476607919610404167,"2 (Tract 3526, Middlesex, MA)","3526 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3539, Middlesex, MA)","3539 (Middlesex, MA)","Middlesex County, MA",Massachusetts,public_transit,work,home,19:14:00,19:41:53,27,2.1,unknown_vehicle_type,unknown_fuel_type,subway,MBTA,Red Line,multi_family,multi_family,office,office,16373300952431498007,9308850346298603275,63,female,black_not_hispanic_or_latino,employed,in_person,21888,public_transit,1,21888,zero,core,naics81,multiple_units,not_attending_school,no_school,renter,indo_european,"2 (Tract 3526, Middlesex, MA)","3526 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3539, Middlesex, MA)","3539 (Middlesex, MA)","Middlesex County, MA",Massachusetts
53714,41184774191005001,"2 (Tract 3529, Middlesex, MA)","3529 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3531.02, Middlesex, MA)","3531.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,public_transit,work,home,04:56:00,05:14:01,18,1.7,unknown_vehicle_type,unknown_fuel_type,subway,MBTA,Red Line,multi_family,multi_family,retail,retail,4878881677788218400,18293764525878173371,24,female,white_not_hispanic_or_latino,employed,in_person,5921,public_transit,7,260561,two,core,naics722511,multiple_units,not_attending_school,bachelors_degree,renter,english,"2 (Tract 3529, Middlesex, MA)","3529 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3531.02, Middlesex, MA)","3531.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts
78949,4153106342830882067,"2 (Tract 3540, Middlesex, MA)","3540 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3540, Middlesex, MA)","3540 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,social,home,08:08:00,08:10:31,2,0.1,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,multi_family,single_family,single_family,8531708751985415960,5941991860765707124,29,male,white_not_hispanic_or_latino,employed,employed_not_working,41043,public_transit,2,126551,one,core,naics61,multiple_units,graduate,advanced_degree,renter,indo_european,"2 (Tract 3540, Middlesex, MA)","3540 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 203.01, Suffolk, MA)","203.01 (Suffolk, MA)","Suffolk County, MA",Massachusetts
74647,1550203994450061683,"3 (Tract 3523, Middlesex, MA)","3523 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3531.01, Middlesex, MA)","3531.01 (Middlesex, MA)","Middlesex County, MA",Massachusetts,public_transit,home,work,15:14:00,15:28:45,14,1.5,unknown_vehicle_type,unknown_fuel_type,subway,MBTA,Red Line,office,office,multi_family,multi_family,11876219333099661094,1122569910804015246,28,female,hispanic_or_latino_origin,employed,in_person,46394,public_transit,2,135704,zero,core,naics54,multiple_units,not_attending_school,advanced_degree,renter,spanish,"2 (Tract 3531.01, Middlesex, MA)","3531.01 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"3 (Tract 3523, Middlesex, MA)","3523 (Middlesex, MA)","Middlesex County, MA",Massachusetts
157186,4831152169788654765,"1 (Tract 3527, Middlesex, MA)","3527 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3546.02, Middlesex, MA)","3546.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,private_auto,home,shop,09:49:00,09:57:58,8,2.3,unknown_vehicle_type,electric,,,,mixed_use,retail,single_family,single_family,1959163731184632957,10866738533732137360,66,female,black_not_hispanic_or_latino,employed,in_person,49206,private_auto,2,82603,one,core,naics622110,single_family,not_attending_school,k_12,renter,english,"2 (Tract 3546.02, Middlesex, MA)","3546.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3542, Middlesex, MA)","3542 (Middlesex, MA)","Middlesex County, MA",Massachusetts
65929,5615772829639816155,"1 (Tract 3548, Middlesex, MA)","3548 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3550, Middlesex, MA)","3550 (Middlesex, MA)","Middlesex County, MA",Massachusetts,private_auto,maintenance,home,13:05:00,13:06:44,1,0.4,unknown_vehicle_type,other_non_bev,,,,multi_family,multi_family,office,office,11059100375568258570,2261343666506454180,26,male,white_not_hispanic_or_latino,employed,employed_not_working,185578,public_transit,3,396674,one,core,naics54,several_units,not_attending_school,bachelors_degree,owner,english,"1 (Tract 3548, Middlesex, MA)","3548 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 612.03, Suffolk, MA)","612.03 (Suffolk, MA)","Suffolk County, MA",Massachusetts
52467,3120312618072668272,"2 (Tract 3530, Middlesex, MA)","3530 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"3 (Tract 3532, Middlesex, MA)","3532 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,home,maintenance,13:41:00,13:53:12,12,0.6,unknown_vehicle_type,unknown_fuel_type,,,,office,office,multi_family,multi_family,7176320289060167858,6645240337605512129,24,female,white_not_hispanic_or_latino,employed,remote,45643,worked_from_home,3,156045,zero,core,naics61,several_units,graduate,advanced_degree,renter,english,"3 (Tract 3532, Middlesex, MA)","3532 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"4 (Tract 3532, Middlesex, MA)","3532 (Middlesex, MA)","Middlesex County, MA",Massachusetts
75025,14015880866379813826,"1 (Tract 3521.02, Middlesex, MA)","3521.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3523, Middlesex, MA)","3523 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,home,shop,21:37:15,21:46:23,9,0.5,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,office,mixed_use,multi_family,12129423380893589204,14727734121937029031,28,male,white_not_hispanic_or_latino,employed,employed_not_working,79807,walking,2,148214,zero,core,naics31_33,multiple_units,not_attending_school,bachelors_degree,renter,english,"2 (Tract 3523, Middlesex, MA)","3523 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"3 (Tract 3523, Middlesex, MA)","3523 (Middlesex, MA)","Middlesex County, MA",Massachusetts
91652,4572474779009016483,"1 (Tract 3541, Middlesex, MA)","3541 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3543, Middlesex, MA)","3543 (Middlesex, MA)","Middlesex County, MA",Massachusetts,biking,home,shop,18:41:40,18:51:38,9,1.7,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,multi_family,multi_family,11904507483272731178,16374828526687961817,31,male,white_not_hispanic_or_latino,employed,employed_not_working,111347,private_auto,2,160061,two,core,naics92,several_units,not_attending_school,some_college,renter,english,"2 (Tract 3543, Middlesex, MA)","3543 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3101.02, Middlesex, MA)","3101.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts
136193,9214518913706609996,"1 (Tract 3521.01, Middlesex, MA)","3521.01 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3521.01, Middlesex, MA)","3521.01 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,home,eat,19:37:00,19:42:14,5,0.3,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,mixed_use,multi_family,13644602621735617597,5815635753327676802,51,female,asian_not_hispanic_or_latino,employed,in_person,79352,private_auto,1,79352,one,core,naics54,multiple_units,not_attending_school,advanced_degree,owner,asian_pacific,"2 (Tract 3521.01, Middlesex, MA)","3521.01 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"4 (Tract 3822, Middlesex, MA)","3822 (Middlesex, MA)","Middlesex County, MA",Massachusetts
124335,13495238934522309184,"1 (Tract 3537, Middlesex, MA)","3537 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3542, Middlesex, MA)","3542 (Middlesex, MA)","Middlesex County, MA",Massachusetts,biking,home,work,16:57:00,17:10:39,13,2.2,unknown_vehicle_type,unknown_fuel_type,,,,civic_institutional,civic_institutional,single_family,single_family,235127054909238331,3626271897808877436,43,female,two_races_not_hispanic_or_latino,employed,in_person,214575,biking,6,319079,two,core,naics62,single_family,not_attending_school,advanced_degree,owner,indo_european,"1 (Tract 3542, Middlesex, MA)","3542 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3537, Middlesex, MA)","3537 (Middlesex, MA)","Middlesex County, MA",Massachusetts
172407,13935769113077451436,"1 (Tract 3547, Middlesex, MA)","3547 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3550, Middlesex, MA)","3550 (Middlesex, MA)","Middlesex County, MA",Massachusetts,private_auto,home,eat,10:19:00,10:25:38,6,1.7,unknown_vehicle_type,other_non_bev,,,,retail,retail,single_family,single_family,336959557837931184,686779892428779446,87,male,white_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,452985,other_travel_mode,2,528242,one,core,not_working,single_family,not_attending_school,advanced_degree,owner,english,"1 (Tract 3550, Middlesex, MA)","3550 (Middlesex, MA)","Middlesex County, MA",Massachusetts,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
88206,12025472950846941323,"1 (Tract 3547, Middlesex, MA)","3547 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"3 (Tract 3549.01, Middlesex, MA)","3549.01 (Middlesex, MA)","Middlesex County, MA",Massachusetts,private_auto,shop,work,12:23:00,12:31:08,8,2.0,unknown_vehicle_type,other_non_bev,,,,office,office,mixed_use,retail,12919058354957986457,7248335778226075098,30,male,white_not_hispanic_or_latino,employed,in_person,260890,walking,2,531891,one,core,naics54,multiple_units,not_attending_school,advanced_degree,renter,english,"1 (Tract 3547, Middlesex, MA)","3547 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3547, Middlesex, MA)","3547 (Middlesex, MA)","Middlesex County, MA",Massachusetts
84725,11811143815590696721,"1 (Tract 3541, Middlesex, MA)","3541 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3538, Middlesex, MA)","3538 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,home,maintenance,12:16:00,12:32:10,16,0.8,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,civic_institutional,multi_family,multi_family,6071625000021277772,14835965386561071493,30,male,asian_not_hispanic_or_latino,employed,remote,115890,worked_from_home,1,115890,one,core,naics51,multiple_units,not_attending_school,bachelors_degree,renter,english,"2 (Tract 3538, Middlesex, MA)","3538 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3538, Middlesex, MA)","3538 (Middlesex, MA)","Middlesex County, MA",Massachusetts
35557,16690051539927140511,"1 (Tract 3524, Middlesex, MA)","3524 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3531.02, Middlesex, MA)","3531.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,home,other_activity_type,22:01:00,22:12:14,11,0.6,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,office,education,education,7328681326520913104,15505402713712158657,21,male,white_not_hispanic_or_latino,employed,in_person,1710,walking,1,0,unknown_num_vehicles,core,naics31_33,GQ_structure,undergraduate,some_college,GQ,GQ_language,"1 (Tract 3531.02, Middlesex, MA)","3531.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3524, Middlesex, MA)","3524 (Middlesex, MA)","Middlesex County, MA",Massachusetts
106211,9890423687648340349,"2 (Tract 3548, Middlesex, MA)","3548 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3544, Middlesex, MA)","3544 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,home,recreation,08:32:00,08:51:18,19,1.0,unknown_vehicle_type,unknown_fuel_type,,,,civic_institutional,civic_institutional,multi_family,multi_family,8316500835634311010,5056659175951451356,36,male,white_not_hispanic_or_latino,unemployed,unemployed_under_16_not_in_labor_force,790,other_travel_mode,1,790,one,core,naics61,several_units,not_attending_school,advanced_degree,owner,english,"2 (Tract 3544, Middlesex, MA)","3544 (Middlesex, MA)","Middlesex County, MA",Massachusetts,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
144835,3995202643766866252,"2 (Tract 3525, Middlesex, MA)","3525 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3525, Middlesex, MA)","3525 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,home,work,18:45:00,18:48:10,3,0.2,unknown_vehicle_type,unknown_fuel_type,,,,industrial,industrial,single_family,single_family,13117322000374946417,12934353547364159815,57,female,hispanic_or_latino_origin,employed,in_person,39607,public_transit,3,42734,zero,core,naics31_33,single_family,not_attending_school,high_school,renter,spanish,"2 (Tract 3525, Middlesex, MA)","3525 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3525, Middlesex, MA)","3525 (Middlesex, MA)","Middlesex County, MA",Massachusetts
61708,3478316591008826162,"3 (Tract 3523, Middlesex, MA)","3523 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3525, Middlesex, MA)","3525 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,eat,home,18:31:00,18:42:24,11,0.6,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,multi_family,mixed_use,retail,17450264988796590097,13282992452749066185,26,male,black_not_hispanic_or_latino,employed,remote,50164,worked_from_home,1,50164,one,core,not_working,multiple_units,not_attending_school,some_college,renter,english,"3 (Tract 3523, Middlesex, MA)","3523 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3523, Middlesex, MA)","3523 (Middlesex, MA)","Middlesex County, MA",Massachusetts
161282,8960797439525042758,"1 (Tract 3525, Middlesex, MA)","3525 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3541, Middlesex, MA)","3541 (Middlesex, MA)","Middlesex County, MA",Massachusetts,auto_passenger,home,work,19:45:00,19:51:44,6,1.9,unknown_vehicle_type,unknown_fuel_type,,,,office,office,single_family,single_family,5323616369250697969,13683598200371013974,69,male,white_not_hispanic_or_latino,employed,in_person,88700,auto_passenger,4,170209,two,core,naics54,single_family,not_attending_school,some_college,owner,english,"2 (Tract 3541, Middlesex, MA)","3541 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3525, Middlesex, MA)","3525 (Middlesex, MA)","Middlesex County, MA",Massachusetts
43496,1932399879913152053,"3 (Tract 3537, Middlesex, MA)","3537 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3539, Middlesex, MA)","3539 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,school,home,07:04:00,07:17:45,13,0.7,unknown_vehicle_type,unknown_fuel_type,,,,education,education,education,education,595343801579084478,11105775234781870507,23,female,white_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,0,other_travel_mode,1,0,unknown_num_vehicles,core,not_working,GQ_structure,undergraduate,some_college,GQ,GQ_language,"3 (Tract 3537, Middlesex, MA)","3537 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3539, Middlesex, MA)","3539 (Middlesex, MA)","Middlesex County, MA",Massachusetts
163217,13286958414230937247,"1 (Tract 3538, Middlesex, MA)","3538 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3538, Middlesex, MA)","3538 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,home,shop,16:43:00,16:47:47,4,0.2,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,single_family,single_family,10523421215276396604,14466317505858854617,71,male,white_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,27372,other_travel_mode,2,86294,two,core,not_working,single_family,not_attending_school,k_12,owner,english,"2 (Tract 3538, Middlesex, MA)","3538 (Middlesex, MA)","Middlesex County, MA",Massachusetts,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
77149,1820837262560822431,"1 (Tract 3531.02, Middlesex, MA)","3531.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"3 (Tract 3531.02, Middlesex, MA)","3531.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,home,work,18:17:00,18:33:20,16,0.8,unknown_vehicle_type,unknown_fuel_type,,,,education,education,education,education,10570935566483873170,56876204514138647,29,male,asian_not_hispanic_or_latino,employed,in_person,20521,walking,1,0,unknown_num_vehicles,core,naics61,GQ_structure,graduate,bachelors_degree,GQ,GQ_language,"3 (Tract 3531.02, Middlesex, MA)","3531.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3531.02, Middlesex, MA)","3531.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts
137861,5239276229226117568,"3 (Tract 3550, Middlesex, MA)","3550 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"3 (Tract 3550, Middlesex, MA)","3550 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,work,home,19:44:00,19:49:00,5,0.3,unknown_vehicle_type,unknown_fuel_type,,,,single_family,single_family,transportation_utilities,transportation_utilities,3253043132059873364,9490490501018433311,52,female,white_not_hispanic_or_latino,employed,in_person,68406,walking,2,135672,one,core,naics48_49,single_family,not_attending_school,high_school,owner,english,"3 (Tract 3550, Middlesex, MA)","3550 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"3 (Tract 3550, Middlesex, MA)","3550 (Middlesex, MA)","Middlesex County, MA",Massachusetts
109740,9308844374170975262,"1 (Tract 3524, Middlesex, MA)","3524 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3530, Middlesex, MA)","3530 (Middlesex, MA)","Middlesex County, MA",Massachusetts,public_transit,home,eat,18:56:00,19:10:33,14,1.0,unknown_vehicle_type,unknown_fuel_type,bus,MBTA,Harvard Square - Nubian Station,mixed_use,retail,multi_family,multi_family,13882726755262052178,8527549225331850712,37,male,white_not_hispanic_or_latino,employed,in_person,67388,public_transit,2,106881,one,core,naics54,multiple_units,not_attending_school,advanced_degree,renter,indo_european,"1 (Tract 3530, Middlesex, MA)","3530 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"4 (Tract 3691, Middlesex, MA)","3691 (Middlesex, MA)","Middlesex County, MA",Massachusetts
105028,6497512870970002314,"2 (Tract 3530, Middlesex, MA)","3530 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3523, Middlesex, MA)","3523 (Middlesex, MA)","Middlesex County, MA",Massachusetts,biking,work,shop,10:34:00,10:46:11,12,2.0,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,retail,retail,17697185505639230785,13502799684158450405,35,female,white_not_hispanic_or_latino,employed,in_person,61679,biking,4,174208,two,core,naics54,several_units,not_attending_school,advanced_degree,renter,english,"1 (Tract 3549.02, Middlesex, MA)","3549.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3523, Middlesex, MA)","3523 (Middlesex, MA)","Middlesex County, MA",Massachusetts
118939,9999663275264567893,"3 (Tract 3523, Middlesex, MA)","3523 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3537, Middlesex, MA)","3537 (Middlesex, MA)","Middlesex County, MA",Massachusetts,biking,home,eat,17:55:00,18:08:36,13,2.1,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,retail,single_family,single_family,9859841884094852938,15733342951602274117,40,male,white_not_hispanic_or_latino,employed,in_person,367376,biking,2,367376,one,core,naics61,single_family,not_attending_school,advanced_degree,owner,indo_european,"2 (Tract 3537, Middlesex, MA)","3537 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3531.02, Middlesex, MA)","3531.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts
128642,4546626964576235460,"1 (Tract 3525, Middlesex, MA)","3525 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3529, Middlesex, MA)","3529 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,shop,home,18:58:00,19:03:38,5,0.3,unknown_vehicle_type,unknown_fuel_type,,,,multi_family,multi_family,retail,retail,2138842325112112013,15820765354015572856,46,female,white_not_hispanic_or_latino,employed,in_person,85134,private_auto,1,85134,one,core,naics72,several_units,not_attending_school,advanced_degree,renter,english,"1 (Tract 3525, Middlesex, MA)","3525 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 103, Suffolk, MA)","103 (Suffolk, MA)","Suffolk County, MA",Massachusetts
131482,8352613958767245620,"2 (Tract 3537, Middlesex, MA)","3537 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3528, Middlesex, MA)","3528 (Middlesex, MA)","Middlesex County, MA",Massachusetts,private_auto,home,recreation,15:09:00,15:11:52,2,0.8,unknown_vehicle_type,other_non_bev,,,,mixed_use,non_retail_attraction,single_family,single_family,17904745062702665385,7166610424714270182,47,female,white_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,354126,other_travel_mode,4,591238,one,core,not_working,single_family,not_attending_school,bachelors_degree,owner,english,"1 (Tract 3528, Middlesex, MA)","3528 (Middlesex, MA)","Middlesex County, MA",Massachusetts,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
83959,1057257342058072985,"1 (Tract 3521.02, Middlesex, MA)","3521.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3594, Middlesex, MA)","3594 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,home,social,13:33:18,14:18:05,44,2.3,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,retail,multi_family,multi_family,18271215359615238656,856453315340912345,30,female,black_not_hispanic_or_latino,employed,in_person,52115,public_transit,3,91723,zero,core,naics624410,multiple_units,not_attending_school,some_college,renter,other,"2 (Tract 3594, Middlesex, MA)","3594 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3536, Middlesex, MA)","3536 (Middlesex, MA)","Middlesex County, MA",Massachusetts
77222,11629450232698527911,"3 (Tract 3540, Middlesex, MA)","3540 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3594, Middlesex, MA)","3594 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,shop,school,15:46:00,16:18:17,32,1.7,unknown_vehicle_type,unknown_fuel_type,,,,education,education,office,office,9396281157346965924,11909846344009774534,29,female,hispanic_or_latino_origin,not_in_labor_force,unemployed_under_16_not_in_labor_force,0,other_travel_mode,1,0,unknown_num_vehicles,core,not_working,GQ_structure,graduate,advanced_degree,GQ,GQ_language,"2 (Tract 3540, Middlesex, MA)","3540 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"3 (Tract 3540, Middlesex, MA)","3540 (Middlesex, MA)","Middlesex County, MA",Massachusetts
124333,7679676405791904416,"1 (Tract 3531.01, Middlesex, MA)","3531.01 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3542, Middlesex, MA)","3542 (Middlesex, MA)","Middlesex County, MA",Massachusetts,private_auto,home,eat,14:30:00,14:39:32,9,3.2,unknown_vehicle_type,other_non_bev,,,,retail,retail,single_family,single_family,235127054909238331,3626271897808877436,43,female,two_races_not_hispanic_or_latino,employed,in_person,214575,biking,6,319079,two,core,naics62,single_family,not_attending_school,advanced_degree,owner,indo_european,"1 (Tract 3542, Middlesex, MA)","3542 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3537, Middlesex, MA)","3537 (Middlesex, MA)","Middlesex County, MA",Massachusetts
75749,15584652062621497647,"1 (Tract 3541, Middlesex, MA)","3541 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3521.02, Middlesex, MA)","3521.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,private_auto,home,work,16:49:00,17:02:11,13,4.1,unknown_vehicle_type,other_non_bev,,,,civic_institutional,civic_institutional,mixed_use,multi_family,8077306041789256226,15527636356661808393,28,female,white_not_hispanic_or_latino,employed,in_person,86989,private_auto,2,203208,two,core,naics62,multiple_units,not_attending_school,advanced_degree,renter,english,"1 (Tract 3521.02, Middlesex, MA)","3521.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3541, Middlesex, MA)","3541 (Middlesex, MA)","Middlesex County, MA",Massachusetts
